CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,
Washington ,Senator Mike Enzi's Office,DC,US,2017-11-30,some 30,30,,30,,,Teton Democrats; general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.jhnewsandguide.com/jackson_hole_daily/local/teton-dems-protest-tax-reform/article_4f476031-ae95-5caf-9415-da7939f0d1e0.html,http://www.jhnewsandguide.com/news/legislature/dems-to-protest-proposed-tax-bill-at-sen-enzi-s/article_599263e9-eb22-570b-b12d-ad67fc3bd0a8.html,,,,
Seattle,City Hall,WA,US,2017-11-05,FB: 29 went,29,,29,,,Refuse Fascism,Protesting nuclear weapons,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/294074541096834/,,,,,
Raleigh,New Bern Ave.,NC,US,2017-11-21,FB: 29 went,29,,29,,,Women's March on Raleigh,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/147926085829013/,,,,,
Edwardsville ,Edwardsville City Park ,IL ,US ,2017-11-08,FB: 28,28,,28,,,general protestors,Screaming protest ,1,protest ,0,0,0,0,1,1,https://www.facebook.com/events/490910467944197/?active_tab=about,,,,,
Las Vegas,Clark County Library ,NV ,US,2017-11-14,FB: 27,27,,27,,,OFA Nevada ; NextGen Nevada,#StillIN Environmental protest ,1,protest ,0,0,0,0,1,1,https://www.facebook.com/events/456489394748363/,https://www.meetup.com/en-AU/Resist-Las-Vegas/events/244979461/,,,,
Springfield,Sen. McCaskill's office ,MO ,US,2017-11-15,26 (pic),26,,26,,,Pro-Life Susan B. Anthony List ,Pro-Life protest ,0,protest ,0,0,0,0,1,1,http://www.news-leader.com/videos/news/politics/2017/11/30/anti-abortion-activists-rally-outside-sen.-mccaskills-downtown-office/107726510/,,,,,
Philadelphia,Market St.,PA,US,2017-11-27,FB: 26,26,,26,,,Indivisible PHL,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/154028731880097,,,,,
Mansfield,University of Connecticut,CT,US,2017-11-09,FB: 25 went,25,,25,,,general protestors,"Rally to discuss race, religion, LGBT issues",0,rally,0,0,0,0,1,1,https://www.facebook.com/events/128628877776639/,,,,,
Denver,Mercury Cafe,CO,US,2017-11-14,about 25,25,,25,,,OFA,#StillIN Environmental protest ,1,protest,0,0,0,0,1,1,https://actionnetwork.org/events/stillin-climate-day-of-action,https://www.postindependent.com/news/local/supporters-rally-to-give-colorado-river-rights/,,,,
Dubuque,Outside Rep. Blum's office,IA,US,2017-11-14,about 25,25,,25,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.telegraphherald.com/news/tri-state/article_bbf2fc5c-84f4-51d4-afe4-d72b821606ff.html?utm_source=thonline&utm_medium=click_source&utm_campaign=left_column_news,,,,,
Bastrop,Pedestrian Bridge,LA,US,2017-11-19,NA,25,,25,,,Bastrop County Indivisible,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.statesman.com/news/local/two-dozen-bastrop-county-residents-protest-republican-tax-plan/IOFOmSXeW9pRNAcIEw6FGL/,,,,,
Brookings,Elks Lodge,OR,US,2017-11-20,NA,25,,25,,,general protestors,Protesting road closures,0,protest,0,0,0,0,1,1,http://www.currypilot.com/news/localnews/5775149-151/residents-protest-forest-road-closures,,,,,
Charlottesville,University of Virginia,VA,US,2017-11-01,several dozen,24,,24,,,Students,Protesting increaing attacks on undocumented students,1,protest; walk-out,0,0,0,0,1,1,http://www.nbc29.com/story/36740644/uva-students-walk-out-of-class-to-protest-increasing-attack-on-undocumented-immigrants,,,,,
Spokane,Outside County Courthouse,WA,US,2017-11-01,dozens,24,,24,,,general protestors,Protesting allowance of accused murderer to be out on bail,0,protest,0,0,0,0,1,1,http://www.krem.com/news/local/spokane-county/dozens-protest-decision-to-allow-man-accused-of-killing-baby-out-on-bail/488177161,,,,,
Jersey City,City Hall,NJ,US,2017-11-02,From photo: dozens,24,,24,,,City council candidates,Rallying for affordable housing,0,rally,0,0,0,0,1,1,http://www.nj.com/hudson/index.ssf/2017/11/in_unusual_show_of_camaraderie_jersey_city_council.html,,,,,
Lombard,Glenbard East School,IL,US,2017-11-03,dozens,24,,24,,,Students,"Rallying for DACA, immigrants rights",1,rally,0,0,0,0,1,1,http://www.dailyherald.com/news/20171103/glenbard-east-students-march-to-support-daca,,,,,
Worcester,City Hall,MA,US,2017-11-03,dozens,24,,24,,,general protestors,"Rallying for bikes, protesting policing of biking",0,rally,0,0,0,0,1,1,http://www.telegram.com/news/20171103/pro-bike-rally-held-at-worcester-city-hall,,,,,
Atlanta,Little Five Points,GA,US,2017-11-04,dozens,24,,24,,,Refuse Fascism,Protesting Trump,1,protest,0,0,0,0,1,1,http://www.wsbtv.com/news/local/atlanta/dozens-gather-for-anti-trump-protest-in-atlanta/639533160,http://www.ajc.com/news/local/anti-trump-protests-held-atlanta/n7lbAdOmCTz1VHJXcOz9WP/,,,,
Cleveland,Public Square,OH,US,2017-11-04,a few dozen,24,,24,,,Refuse Fascism,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.clevescene.com/scene-and-heard/archives/2017/11/06/photos-refuse-fascism-protest-and-march-in-downtown-cleveland,,,,,
Los Angeles,Pershing Square  ,CA,US,2017-11-04,a few dozen,24,,24,,,general protestors,Counter-protest; pro-Trump,2,protest,0,0,0,0,0,1,http://www.latimes.com/local/lanow/la-me-ln-anti-trump-protests-20171104-story.html,,,,,
Pittsfield,Park Square,MA,US,2017-11-04,about two dozen,24,,24,,,Indivisible Pittsfield,Protesting Trump,1,protest,0,0,0,0,1,1,"http://www.berkshireeagle.com/stories/calm-prevails-at-anti-fascism-rally-in-pittsfield,523719",,,,,
Portland,Jamison Square,OR,US,2017-11-05,a few dozen,24,,24,,,general protestors,Anti-establishment,0,rally,0,0,0,0,1,1,http://www.kgw.com/news/local/million-mask-march-planned-for-sunday-night-in-portland/489275204,,,,,
San Diego,Civic Center Plaza,CA,US,2017-11-05,dozens,24,,24,,,Climate Mobilization Coalition,Protesting inaction toward climate change,1,protest,0,0,0,0,0,1,https://www.nbcsandiego.com/news/local/Climate-Action-Rally-Aims-to-Put-Focus-on-Alternative-Energy-Sources-455414963.html,,,,,
Saratoga Springs,City Hall,NY,US,2017-11-05,From photo: dozens,24,,24,,,Take a Knee Saratoga,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.saratogian.com/article/ST/20171105/NEWS/171109867,,,,,
Waukesha,Weldall Manufacturing,WI,US,2017-11-05,dozens,24,,24,,,Scott Walker's election campaign,Campaign rally,0,rally,0,0,0,0,1,1,http://www.channel3000.com/news/walker-backers-protesters-gather-for-rally/652110691,,,,,
New York ,City Hall,NY,US,2017-11-06,a couple dozen,24,,24,,,League of Women Voters of New York,Rallying beyond proposed constitutional convention,0,rally,0,0,0,0,0,1,https://www.amny.com/news/elections/constitutional-convention-rally-1.14787848,,,,,
Phoenix,State Capitol,AZ,US,2017-11-06,about two dozen,24,,24,,,general protestors,Rallying for GOP tax plan,2,rally,0,0,0,0,1,1,https://azcapitoltimes.com/news/2017/11/06/arizona-governor-doug-ducey-speaks-at-tax-cut-rally-denies-appearance-is-endorsement/,,,,,
Phoenix,State Capitol,AZ,US,2017-11-06,about two dozen,24,,24,,,general protestors,Counter-protest; against GOP tax plan,1,protest,0,0,0,0,0,1,https://azcapitoltimes.com/news/2017/11/06/arizona-governor-doug-ducey-speaks-at-tax-cut-rally-denies-appearance-is-endorsement/,,,,,
Raleigh,Highland United Methodist Church,NC,US,2017-11-06,dozens,24,,24,,,general protestors,Vigil for those killed in shooting; rallying against violence,0,rally,0,0,0,0,1,1,http://wncn.com/2017/11/06/raleigh-church-hosts-vigil-after-deadly-texas-shooting/,,,,,
Baltimore,,MD,US,2017-11-07,dozens,24,,24,,,general protestors,Protesting racism over social media posts ,1,protest,0,0,0,0,1,1,http://www.wbaltv.com/article/baltimore-schools-rally-against-racism-after-negative-viral-social-media-post/13445340,,,,,
Bradenton,Outside Rep. Buchanon's office,FL,US,2017-11-07,nearly two dozen,24,,24,,,Indivisible  ,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.bradenton.com/news/local/article183194156.html,,,,,
Chicago,Hyde Park,IL,US,2017-11-07,dozens,24,,24,,,general protestors,Rallying for neighborhood benefits from Obama center,0,rally,0,0,0,0,1,1,http://www.chicagotribune.com/news/obamacenter/ct-met-obama-center-protest-20171107-story.html,,,,,
New York ,Polling place,NY,US,2017-11-07,dozens,24,,24,,,#CLOSErikers,Protesting mayor de Blasio for not closing down Rikers sooner,0,protest,0,0,0,0,0,1,https://www.amny.com/news/elections/election-day-de-blasio-protest-1.14799993,,,,,
Buckhannon,West Virginia Wesleyan College,WV,US,2017-11-08,dozens,24,,24,,,Students,Protesting staff layoffs; demanding transparency,0,rally,0,0,0,0,1,1,https://www.theet.com/news/free/west-virginia-wesleyan-students-protest-lay-offs/article_6f437bc2-2396-53a0-aa9b-0e988f3540cc.html,,,,,
Oakland,,CA,US,2017-11-08,over two dozen,24,,24,,,teachers,Protesting budget cuts,0,protest,0,0,0,0,1,1,http://blog.sfgate.com/inoakland/2017/11/09/teachers-protest-proposed-budget-cuts-as-school-board-votes-down-possible-charter-school/,,,,,
Detroit,Marathon Petroleum refinery,MI,US,2017-11-09,dozens,24,,24,,,general protestors,Protesting pollution from plant,0,protest,0,0,0,0,1,1,https://www.usnews.com/news/best-states/michigan/articles/2017-11-10/residents-protest-detroit-refinery-over-pollution-concerns,http://www.mankatofreepress.com/region/residents-protest-detroit-refinery-over-pollution-concerns/article_3fe39541-f608-54d7-b94e-3f840ef2cadd.html,http://www.ourmidland.com/news/article/Residents-protest-Detroit-refinery-over-pollution-12347771.php,,,
New York ,Residential home of former Nazi,NY,US,2017-11-09,Photo; dozens; about 100; about 160,24,,160,,,Jewish teens,Protesting former Nazi,0,protest,0,0,0,0,0,1,http://www.foxnews.com/us/2017/11/09/demonstrators-protest-outside-nyc-home-former-nazi-guard.html,http://www.gettysburgtimes.com/news/national/article_71fae87a-7894-524a-923a-659930813b8f.html,,http://qns.com/story/2017/11/10/79th-anniversary-night-broken-glass-rally-demand-jackson-heights-nazi-deported/,,
Biddeford,Town Hall,ME,US,2017-11-10,dozens,24,,24,,,general protestors,Protesting appearance by Ivanka Trump,1,protest,0,0,0,0,1,1,http://wgme.com/news/local/dozens-of-protesters-gather-outside-ivanka-trump-event,,,,,
Ogden,Lester Park,UT,US,2017-11-11,dozens,24,,24,,,Black Lives Matter,Protesting race-fueled murder,0,protest,0,0,0,0,1,1,http://www.standard.net/Police-Fire/2017/11/11/Demonstrators-protest-death-of-Ogden-man-William-Torrence-at-Halloween-party.html,http://fox13now.com/2017/11/11/rally-calls-for-justice-after-man-killed-during-altercation-in-ogden/,,,,
Pittsfield,Berkshire Museum,MA,US,2017-11-11,dozens,24,,24,,,general protestors,Protesting art sale to fund construction,0,protest,0,0,0,0,1,1,http://cbs6albany.com/news/local/dozens-protest-art-sale-celebrate-temporary-halt,,,,,
Providence,,RI,US,2017-11-11,two dozen,24,,24,,,general protestors,Protesting police shooting of area men,0,protest,0,0,0,0,0,1,http://www.wcvb.com/article/protesters-want-providence-police-charged-after-fatal-highway-shooting/13522697,,,,,
Bergenfield,New Bridhe Rd.,NJ,US,2017-11-12,dozens,24,,24,,,general protestors,Protesting lack of safety with commercial trains,0,protest,0,0,0,0,1,1,http://www.northjersey.com/story/news/bergen/2017/11/12/protesters-push-transparency-oil-trains/856212001/,,,,,
Cincinnati,Outside Rep. Protman's office,OH,US,2017-11-12,dozens,24,,24,,,general protestors,Protesting Trump's decision to end DACA; rally for imigrants,1,protest,0,0,0,0,1,1,http://www.wcpo.com/news/local-news/hamilton-county/cincinnati/xavier-university-students-daca-recipients-rally-downtown-for-immigration-reform,,,,,
Denver,Mile High Stadium,CO,US,2017-11-12,dozens,24,,24,,,general protestors,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://denver.cbslocal.com/2017/11/12/fans-kneel-broncos-game/,,,,,
Springfield,Intersection of Glenstone Ave. and Battlefield Rd.,MO,US,2017-11-12,about two dozen,24,,24,,,general protestors,Protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.news-leader.com/story/news/local/2017/11/12/group-gathers-springfield-protest-racism-inequality/856728001/,,,,,
Denver,,CO,US,2017-11-14,Photo: dozens,24,,24,,,general protestors,Protesting Trump's rollback on birth control coverage,1,protest,0,0,0,0,0,1,http://denver.cbslocal.com/2017/11/15/handmaids-protest-trump-birth-control/,,,,,
Washington,U.S. Capitol,DC,US,2017-11-14,Photo: dozens,24,,24,,,general protestors,Protesting nomination of Jeff Mateer for federal judge,1,protest,0,0,0,0,1,1,https://www.washingtonblade.com/2017/11/14/capitol-hill-rally-calls-for-rejection-of-anti-lgbt-jeff-mateer-nomination/,,,,,
New York,Intersection of 3rd Ave. and St. Marks Pl.,NY,US,2017-11-15,dozens,24,,24,,,general protestors,Protesting new construction project,0,protest,0,0,0,0,1,1,https://ny.curbed.com/2017/11/16/16665102/greenwich-east-village-silicon-alley-protest,,,,,
Poughkeepsie,Grand Hotel,NY,US,2017-11-15,dozens,24,,24,,,NYPIRG; Mothers Outfront; Duchess County Progressive Action Alliance,Protesting new energy plant,1,protest,0,0,0,0,1,1,http://www.poughkeepsiejournal.com/story/news/2017/11/15/cricket-valley-power-plant-work-underway-sparks-protests/867420001/,,,,,
Anchorage,Covenant House,AK,US,2017-11-16,dozens,24,,24,,,general protestors,Rallying for rights for homeless; protesting tent sweeps,0,rally,0,0,0,0,1,1,http://www.ktuu.com/content/news/Vigil-sleep-out-event-honor-homeless-youth-458156613.html,,,,,
Charlotte,Men's shelter of Charlotte,NC,US,2017-11-16,dozens,24,,24,,,general protestors,Vigil for homeless people who died during the year; rallying for rights for the homeless,0,rally,0,0,0,0,1,1,http://www.spectrumlocalnews.com/nc/charlotte/news/2017/11/17/vigil-honored-homeless-people-who-died-in-the-queen-city,,,,,
Irvine,Cypress Grove Park to Venado Middle School,CA,US,2017-11-16,dozens,24,,24,,,general protestors,Protesting lack of school options for kids,0,protest,0,0,0,0,1,1,http://www.ocregister.com/2017/11/17/parents-march-to-protest-a-result-of-irvines-growing-pains-overcrowded-schools/,,,,,
San Francisco,Hallidie Plaza,CA,US,2017-11-16,dozens,24,,24,,,general protestors,Rallying for rights for homeless; protesting tent sweeps,0,protest,0,0,0,0,1,1,http://www.sfgate.com/bayarea/article/SF-homeless-activists-camp-out-to-protest-tent-12364518.php,,,,,
Santa Barbara,De la Guerra Plaza,CA,US,2017-11-16,several dozen,24,,24,,,general protestors,Rallying for LGBT rights,1,rally,0,0,0,0,1,1,https://www.independent.com/news/2017/nov/17/visibility-rally-de-la-guerra-protests-homophobia/,,,,,
Burke,Lake Braddock School,VA,US,2017-11-17,dozens,24,,24,,,Students,Protesting teacher who allegedly pulled off student's hijab,0,protest,0,0,0,0,1,1,http://www.11alive.com/article/news/nation-now/students-defend-teacher-accused-of-pulling-off-students-hijab/85-492805393,,,,,
Boston,Boston Common,MA,US,2017-11-18,about 50; a few dozen,24,,50,,,Resist Marxism; Boston Free speech,White supremacist rally,2,rally,0,0,0,0,1,1,http://boston.cbslocal.com/2017/11/18/boston-free-speech-rally-november/,http://www.wcvb.com/article/months-after-clashes-free-speech-rally-being-held-in-boston/13800375,http://www.theday.com/statenortheast-news/20171119/boston-free-speech-rally-draws-few-supporters-many-protesters,,,
Tucson,Marriott Star Pass Resotr,AZ,US,2017-11-18,dozens,24,,24,,,general protestors,Protesting speech by Steve Bannon,1,protest,0,0,0,0,1,1,http://www.tucsonnewsnow.com/story/36879550/dozens-protest-arrival-of-steve-bannon-in-tucson,,,,,
Wichita,,KS,US,2017-11-18,dozens,24,,24,,,general protestors,Protesting Tyson power plant,1,protest,0,0,0,0,1,1,http://ksn.com/2017/11/18/tyson-plant-protesters-rally-in-wichita/,,,,,
Colorado Springs,Emereld Towers Apartments,CO,US,2017-11-19,dozens,24,,24,,,general protestors,Protesting evictions at apartments,0,protest,0,0,0,0,1,1,http://www.koaa.com/story/36883081/rally-held-outside-emerald-towers-after-dozens-of-seniors-evicted,,,,,
Houston,NRG Stadium,TX,US,2017-11-19,photo: dozens,24,,24,,,general protestors,National anthem protest; protesting racial inequality; protesting racist remarks from Texans' owner,1,protest,0,0,0,0,1,1,http://www.chron.com/business/article/Protesters-voice-anger-at-Texans-owner-side-12370154.php,,,,,
Ann Arbor,University of Michigan,MI,US,2017-11-20,Photo: dozens,24,,24,,,Students,Rallying for trans rights,1,rally,0,0,0,0,1,1,https://www.michigandaily.com/section/campus-life/diag-candlelight-vigil-honors-lives-transgender-individuals,,,,,
Denver,Outside Sen. Bennet's office,CO,US,2017-11-20,several dozen,24,,24,,,general protestors,Protesting Trump's decision to end DACA; rally for imigrants,1,protest,0,0,0,0,1,1,http://kdvr.com/2017/11/20/daca-supporters-protest-senator-michael-bennet-accuse-him-of-not-doing-enough/,,,,,
Baltimore,,MD,US,2017-11-21,a coupe dozen,24,,24,,,Teachers,Protesting student disciplinary issues,1,protest,0,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/education/k-12/bs-md-co-discipline-teachers-20171121-story.html,,,,,
Little Rock,Main St.,AR,US,2017-11-21,about two dozen,24,,24,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.arkansasonline.com/news/2017/nov/21/protesters-rally-against-gop-tax-plan-arkansas-dhs/,,,,,
Cleveland,Buckeye Rd.,OH,US,2017-11-24,dozens,24,,24,,,general protestors,Protesting killing of local boy,0,protest,0,0,0,0,1,1,http://www.news5cleveland.com/news/local-news/cleveland-metro/community-fights-back-after-12-year-old-killed-in-front-of-his-dad-s-east-side-store,,,,,
Denver ,Ink! Coffee Shop,CO ,US,2017-11-25,dozens; FB: 677; many people,24,,677,,,general protestors,Protesting Ink!'s gentrification statemnents ,0,protest ,0,0,0,0,1,1,http://kdvr.com/2017/11/25/protest-held-outside-ink-coffee-in-denver-over-controversial-sign-about-gentrification/,https://www.facebook.com/events/149997805621501/,,,,
Kileen,Cedar Dr.,TX,US,2017-11-26,dozens,24,,24,,,general protestors,Demanding justice in murder of local boy,0,protest,0,0,0,0,1,1,http://www.kcentv.com/news/local/family-holds-rally-for-killeen-shooting-victim-demands-arrest/494808361,,,,,
Knoxville,Outside Neyland Stadium,TN,US,2017-11-26,Photo: dozens,24,,24,,,general protestors,Protesting potential hiring of Greg Schiano as school's football coach,0,protest,0,0,0,0,1,1,http://ftw.usatoday.com/2017/11/greg-schiano-tennessee-coach-rumors-protest-knoxville-hire-college-football-currie,,,,,
Newark,Licking County Courthouse,OH,US,2017-11-26,dozens,24,,24,,,Newark's Clean & Sober Til It's Over,Rallying for recovery from opioid addiction,0,rally,0,0,0,0,1,1,http://abc6onyourside.com/news/local/rally-in-newark-draws-attention-to-opioid-crisis,,,,,
Chelmsford,Harrington Elementary School,MA,US,2017-11-27,dozens,24,,24,,,"Parents, students",Rallying for teacher placed on leave,0,rally,0,0,0,0,1,1,http://www.lowellsun.com/todaysheadlines/ci_31484664/parents-students-rally-chelmsford-teacher-placed-leave,,,,,
Everett,Snohomish County Courthouse,WA,US,2017-11-27,several dozen,24,,24,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.heraldnet.com/news/tax-plan-foes-raise-their-voices-in-protest/,,,,,
Hartford,Emanuel Lutheran Church,CT,US,2017-11-27,Photo: dozens,24,,24,,,general protestors,Protesting police shooting of local boy,1,protest,7,0,0,0,1,1,https://www.usnews.com/news/best-states/connecticut/articles/2017-11-27/7-protesters-arrested-at-rally-for-teen-killed-by-police,http://www.wfsb.com/story/36929843/rally-for-justice-set-following-death-of-bridgeport-teen-at-hands-of-officer,http://www.courant.com/breaking-news/hc-news-jayson-negron-killing-protest-20171127-story.html,,,
Stockton,Outside PD,CA,US,2017-11-27,dozens,24,,24,,,general protestors,Rallying for justice in unsolved murder case,0,rally,0,0,0,0,1,1,http://www.recordnet.com/news/20171127/stockton-mothers-rally-outside-police-headquarters-in-search-of-justice-for-slain-sons-daughters,,,,,
Washington ,U.S. Supreme Court,DC,US,2017-11-27,Photo: dozens,24,,24,,,general protestors,Protesting erosion of patent rights,0,protest,0,0,0,0,1,1,http://www.ipwatchdog.com/2017/11/28/inventors-protest-ptab-on-supreme-court-steps/id=90545/,,,,,
Storrs ,University of Connecticut; Schenker Hall 151,CT,US,2017-11-28,,24,,24,,,UConn College Republicans ,Lucian Wintrich Talk ,2,protest ,2,0,0,0,1,1,http://wtnh.com/2017/11/28/uconn-group-hosting-right-wing-speech-on-racial-politics/,https://nypost.com/2017/11/28/uconn-student-group-to-host-speech-its-ok-to-be-white/,https://www.facebook.com/events/896370530517601/?active_tab=discussion,,http://heavy.com/news/2017/11/lucian-wintrich-assaults-girl-uconn-arrested-video/,
Berkeley,UC Berkeley; Sproul Plaza ,CA,US,2017-11-29,dozens; hundreds; about 100; about 300 to 400,24,,400,,,graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.berkeleyside.com/2017/11/29/hundreds-rally-uc-berkeley-protest-proposed-graduate-student-tax-hike/,http://www.sfgate.com/bayarea/article/Hundreds-of-Cal-students-say-GOP-tax-bill-will-12393287.php,http://www.dailycal.org/2017/12/05/100-uc-berkeley-graduate-students-protest-republican-tax-plan/,,,
Huntington Village,Park Ave.,NY,US,2017-11-29,FB: 24,24,,24,,,Action Together Long Island,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1941807612749959/,,,,,
Philadelphia,Intersection of 11th and Spruce streets,PA,US,2017-11-29,dozens,24,,24,,,general protestors,Protesting unsafe bike lanes,0,protest,0,0,0,0,1,1,http://www.philly.com/philly/news/pennsylvania/philadelphia/bicyclist-killed-protest-bike-lane-center-city-20171129.html,,,,,
Providence,Brown University,RI,US,2017-11-29,a few dozen,24,,24,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://ripr.org/post/brown-university-graduate-students-protest-gop-tax-plan#stream/0,,,,,
Blue Point,Town Board meeting,NY,US,2017-11-30,dozens,24,,24,,,general protestors,Protesting plan for new drug rehabilitation center,0,protest,0,0,0,0,1,1,https://www.newsday.com/long-island/suffolk/blue-point-convent-drug-rehab-1.15260605,,,,,
New York,Maimonides medical center,NY,US,2017-11-30,Photo: dozens,24,,24,,,general protestors,Protesting layoffs,0,protest,0,0,0,0,0,1,http://www.ny1.com/news/2017/11/30/workers-rally-for-laid-off-employees-at-maimonides-hospital-.html,,,,,
Hartford,Main St.,CT,US,2017-11-06,FB: 23 went,23,,23,,,Connecticut Immigrant Rights Alliance,Protesting deportation of community member ,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/694013047473153/,,,,,
Norwalk,Triangle Community Center,CT,US,2017-11-20,FB: 23 went,23,,23,,,Triangle Community Center,Rallying for trans rights,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1625050264226099/,,,,,
Cleveland,Senator Portman's office,OH,US,2017-11-27,FB: 23,23,,23,,,Indivisible CLE ,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7498/signup/?akid=&zip=&source=,https://www.facebook.com/events/575621996102490/,,,,
Raleigh,New Bern Ave.,NC,US,2017-11-27,FB: 23,23,,23,,,Tuesdays with Tillis,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1944233242498562/,,,,,
Portland,Outside Sen. Collins' office,ME,US,2017-11-21,FB: 22 went,22,,22,,,March Forth Maine,Protesting GOP tax plan,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/167725697152969/,,,,,
Springfield,State St.,MO,US,2017-11-27,FB: 21,21,,21,,,Springfield Indivisible,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/111955709582165/?active_tab=about,,,,,
Nashville,Jefferson Street,TN,US,2017-11-02,around 20,20,,20,,,general protestors,Protesting gentrification,0,protest,0,0,0,0,1,1,http://www.tennessean.com/story/news/2017/11/02/nashville-transit-protest-gentrification-funeral-procession/826656001/,,,,,
Austin,State Capitol,TX,US,2017-11-04,20 or so,20,,20,,,Refuse Fascism,Protesting Trump,1,protest,0,0,0,0,1,1,http://www.statesman.com/news/local/antifa-protest-begin-austin-city-hall/ms3IzHMDA4JcEbo5AE5iiP/,,,,,
Naples,Cambier Park,FL,US,2017-11-04,almost 20,20,,20,,,general protestors,Rallying for various civil rights issues,0,rally,0,0,0,0,1,1,http://www.naplesnews.com/story/news/local/2017/11/04/day-action-naples-tackles-womens-rights-health-care-gun-control/832289001/,,,,,
Austin,State Capitol,TX,US,2017-11-05,about 20,20,,20,,,general protestors,Rally for gun rights,2,rally,0,0,0,0,1,1,http://www.statesman.com/news/local/open-carry-supporters-rally-the-texas-capitol/q7QkoNSUPm8tkLcZfCtMEP/,,,,,
New York ,Camp Ramah office,NY,US,2017-11-07,around 20,20,,20,,,IfNotNow,Protesting group's pro-Israel education,0,protest,0,0,0,0,1,1,http://forward.com/fast-forward/387307/ramah-alumni-protest-camps-occupation-education/,,,,,
Franklin,Public Square,TN,US,2017-11-09,NA,20,,20,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.tennessean.com/story/news/local/williamson/2017/11/09/small-group-franklin-protest-potential-tax-reform-bill/848310001/,,,,,
Mt. Pleasant,Central Michigan University,MI,US,2017-11-11,20 people,20,,20,,,general protestors,March to Bring Awareness to Hunger in Local Communities,0,march,0,0,0,0,1,1,http://www.cm-life.com/article/2017/11/hunger-march,,,,,
Rapid City,Memorial Park,SD,US,2017-11-11,about 20,20,,20,,,general protestors,Rallying to support veterans,0,rally,0,0,0,0,1,1,http://www.blackhillsfox.com/content/news/Pennington-County-Democrats-honor-veterans-at-a-rally--456924093.html,,,,,
San Bernadino,,CA,US,2017-11-18,about 20,20,,20,,, America Against Anti-Sharia,Anti-Sharia Protest,0,protest,0,0,0,0,1,1,http://www.pe.com/2017/11/18/protesters-a-no-show-but-counter-protesters-still-rally-at-site-of-san-bernardino-terrorist-attack/,,,,,
Toledo ,Senator Portman's office,OH,US,2017-11-27,FB: 20,20,,20,,,Indivisible Toledo ,Protesting GOP tax plan,1,sit-in ,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7496/signup/?akid=&zip=&source=,https://www.facebook.com/events/144767652949520/,,,,
Denver ,Ink! Coffee Shop ,CO,US,2017-11-28,about 20,20,,20,,,general protestors,Protesting Ink!'s gentrification statements ,0,demonstration ,0,0,0,0,1,1,http://kdvr.com/2017/11/28/ink-coffee-shop-reopens-after-sign-controversy/,http://www.wyomingnews.com/news/from_the_wire/denver-coffee-shop-reopens-amid-gentrification-controversy/article_d891f478-d497-11e7-8125-ff54f133537f.html,,,,
Olean,Outside Sen. Reed's office,NY,US,2017-11-29,about 20,20,,20,,,Southern Tier Activists for Peace and Equality,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.oleantimesherald.com/news/demonstrators-gather-outside-rep-tom-reed-s-office-say-gop/article_add079dc-d58a-11e7-8878-778de3131eff.html,,,,,
Olympia,Seventh Avenue and Jefferson Street,WA,US,2017-11-29,about 20 to 30,20,,30,,,general protestors,Protesting fracking by Port of Olympia,0,protest,0,0,0,0,1,1,http://www.theolympian.com/news/local/article187054258.html,http://www.theolympian.com/news/local/article187024908.html,http://www.thenewstribune.com/news/local/article187054258.html,,,
